action,month,day,hour,count,sum,avg,std,step
CASH_OUT,10,5,14,42787,7806068512,182440.1924,136232.2612,134
CASH_OUT,10,5,15,37439,6724472232,179611.4274,134263.0058,135
CASH_OUT,10,5,16,65880,11433424008,173549.2412,129477.9108,136
CASH_OUT,10,5,17,71694,11952870000,166720.6461,123767.6236,137
CASH_OUT,10,5,18,60676,9847669365,162299.2512,121570.0904,138
CASH_OUT,10,5,19,125976,20961067996,166389.3757,124614.0587,139
CASH_OUT,10,5,20,91222,16135735081,176884.2503,133828.5225,140
CASH_OUT,10,5,21,70065,12588438586,179668.0024,136261.3035,141
CASH_OUT,10,5,22,57117,10272670126,179853.1107,135010.4037,142
CASH_OUT,10,5,23,34480,6144814591,178213.8802,132673.6324,143
CASH_OUT,10,6,0,19166,3379357942,176320.4603,133261.3135,144
CASH_OUT,10,6,1,6050,1069155139,176719.8576,132947.3844,145
CASH_OUT,10,6,2,2194,382395889.1,174291.6541,133708.4167,146
CASH_OUT,10,6,3,919,155600736,169315.2731,125684.7702,147
CASH_OUT,10,6,11,11358,2098131908,184727.2326,138019.1561,155
CASH_OUT,10,6,13,32400,5925734642,182893.0445,136368.9175,157
CASH_OUT,10,6,14,42783,7636947109,178504.2449,131967.4221,158
CASH_OUT,10,6,15,48226,8449794499,175212.4269,130380.7361,159
CASH_OUT,10,6,16,49650,8602386120,173260.5462,128510.6014,160
CASH_OUT,10,6,17,77160,13132042403,170192.3588,127262.4137,161
CASH_OUT,10,6,18,92390,15192197526,164435.5182,123208.9862,162
CASH_OUT,10,6,19,101349,16959559957,167338.2072,125983.7152,163
CASH_OUT,10,6,20,97159,16846959505,173395.7688,131142.3586,164
CASH_OUT,10,6,21,72120,12440741512,172500.5756,129946.3493,165
CASH_OUT,10,6,22,55798,9740173043,174561.3291,130132.4664,166
CASH_OUT,10,6,23,35444,6219145353,175463.9813,129505.222,167
CASH_OUT,10,7,0,19902,3441373922,172915.9844,129080.9958,168
CASH_OUT,10,7,1,7313,1267930631,173380.368,127743.7697,169
CASH_OUT,10,7,2,2232,380806413.2,170612.1923,128709.4697,170
CASH_OUT,10,7,13,23549,4168489288,177013.4311,132332.9324,181
CASH_OUT,10,7,14,49052,8630840367,175952.8738,130034.6041,182
CASH_OUT,10,7,15,51757,8928198307,172502.2375,126828.0732,183
CASH_OUT,10,7,16,58718,9964023002,169692.82,125600.5068,184
CASH_OUT,10,7,17,77907,12961088729,166366.1639,122957.0237,185
CASH_OUT,10,7,18,95828,15426386299,160979.9463,118856.2813,186
CASH_OUT,10,7,19,106292,17247554932,162265.7861,120126.3055,187
CASH_OUT,10,7,20,96645,15920987880,164736.7984,121659.169,188
CASH_OUT,10,7,21,72309,11863632710,164068.549,122175.7427,189
CASH_OUT,10,7,22,59373,9700573674,163383.5864,122541.2363,190
CASH_OUT,10,7,23,41301,6864056983,166195.9028,122593.0256,191
CASH_OUT,10,8,0,22075,3662003009,165889.151,123575.4874,192
CASH_OUT,10,8,1,7772,1299726212,167231.8853,124264.1715,193
CASH_OUT,10,8,2,2473,414748327.5,167710.6055,122595.5683,194
CASH_OUT,10,8,3,893,147891215.2,165611.6632,120774.2494,195
CASH_OUT,10,8,12,11494,1946378540,169338.6585,125042.9495,204
CASH_OUT,10,8,13,34756,5741078989,165182.3855,121083.4494,205
CASH_OUT,10,8,14,34763,5743356799,165214.6477,121742.6338,206
CASH_OUT,10,8,15,38777,6378774161,164498.9081,121392.8243,207
CASH_OUT,10,8,16,53548,8600031374,160604.1565,119906.3785,208
CASH_OUT,10,8,17,56295,8944209588,158881.0656,119709.3944,209
CASH_OUT,10,8,18,68851,10673680988,155025.7947,118364.1429,210
CASH_OUT,10,8,19,75105,12318498577,164017.0239,125464.0793,211
CASH_OUT,10,8,20,87343,15190711619,173920.1953,132050.4752,212
CASH_OUT,10,8,21,68688,11986202297,174502.1299,133425.3055,213
CASH_OUT,10,8,22,49197,8774458702,178353.5318,134450.3172,214
CASH_OUT,10,8,23,34985,6210349475,177514.6341,133307.9364,215
CASH_OUT,10,9,0,21921,3853123484,175773.162,130846.7668,216
CASH_OUT,10,9,1,14952,2629926236,175891.2678,133639.8343,217
CASH_OUT,10,9,12,8224,1475428154,179405.1744,134418.0259,228
CASH_OUT,10,9,13,13009,2377419759,182751.9225,136271.7225,229
CASH_OUT,10,9,14,7338,1291481826,175999.1586,131452.6196,230
CASH_OUT,10,9,15,31640,5643967110,178380.7557,132034.4507,231
CASH_OUT,10,9,16,56370,9719321193,172420.1028,129805.6352,232
CASH_OUT,10,9,18,78040,12747225125,163342.1979,121088.0104,234
CASH_OUT,10,9,19,118622,19505055499,164430.3375,122927.3464,235
CASH_OUT,10,9,20,92576,16151971094,174472.5533,130224.1937,236
CASH_OUT,10,9,21,67038,11563910863,172497.8499,129236.273,237
CASH_OUT,10,9,22,49961,8653391723,173202.9328,128904.9879,238
CASH_OUT,10,9,23,40930,7134897022,174319.4972,128893.7989,239
CASH_OUT,10,10,0,19460,3321641157,170690.707,125998.6701,240
CASH_OUT,10,10,1,8971,1504886358,167750.1235,125397.6658,241
CASH_OUT,10,10,2,2520,429443145.5,170413.9466,126965.2572,242
CASH_OUT,10,10,12,7589,1323953807,174456.9518,128781.2166,252
CASH_OUT,10,10,13,22893,4008457705,175095.3438,128806.5136,253
CASH_OUT,10,10,14,27372,4698311721,171646.636,125722.4336,254
CASH_OUT,10,10,15,37559,6309113902,167978.7508,123610.8635,255
CASH_OUT,10,10,16,43411,7173796983,165252.977,121835.2519,256
CASH_OUT,10,10,17,37997,6059381507,159469.9978,118511.2101,257
CASH_OUT,10,10,18,49803,7880202961,158227.4755,118830.7377,258
CASH_OUT,10,10,19,113066,17307773955,153076.7335,114834.1907,259
CASH_OUT,10,10,20,89581,13991903393,156192.7573,116309.346,260
CASH_OUT,10,10,21,67113,10510828660,156613.8998,117356.8339,261
CASH_OUT,10,10,22,48839,7559618759,154786.5181,117024.5872,262
CASH_OUT,10,10,23,37588,5955546639,158442.7647,119101.8008,263
CASH_OUT,10,11,0,20872,3310317095,158600.8574,120903.2363,264
CASH_OUT,10,11,1,8116,1275483700,157156.6905,121228.0639,265
CASH_OUT,10,11,2,3543,566369313.6,159855.8604,122200.6935,266
CASH_OUT,10,11,3,437,72331859.86,165519.1301,125926.6952,267
CASH_OUT,10,11,12,13,1339537.85,103041.3731,54259.55009,276
CASH_OUT,10,11,13,1112,177556267,159672.9019,118667.4102,277
CASH_OUT,10,11,15,583,94105155.6,161415.3612,128519.7647,279
CASH_OUT,10,11,17,30134,4649579662,154296.7964,118064.6971,281
CASH_OUT,10,11,18,56512,8681898194,153629.2857,118928.914,282
CASH_OUT,10,11,19,70722,11697635632,165403.066,128208.8852,283
CASH_OUT,10,11,20,84490,14842678776,175673.7931,132510.1806,284
CASH_OUT,10,11,21,64515,11514061923,178471.0831,133103.7475,285
CASH_OUT,10,11,22,52998,9593994871,181025.6023,133460.2996,286
CASH_OUT,10,11,23,35197,6412078475,182176.8467,134679.071,287
CASH_OUT,10,12,0,20387,3745342792,183712.3065,133666.8018,288
CASH_OUT,10,12,1,7844,1417770003,180745.7933,132723.9939,289
CASH_OUT,10,12,2,1842,334274499.9,181473.6699,133625.2649,290
CASH_OUT,10,12,3,35,5555419.61,158726.2746,130646.9989,291
CASH_OUT,10,12,13,11736,2178945136,185663.3551,136304.8418,301
CASH_OUT,10,12,14,25945,4734711800,182490.3372,132606.4062,302
CASH_OUT,10,12,15,17840,3219799656,180482.0435,132083.1009,303
CASH_OUT,10,12,16,31385,5581885336,177852.0101,130581.6041,304
CASH_OUT,10,12,17,76542,13228989087,172833.0732,127187.6272,305
CASH_OUT,10,12,18,98497,16474447650,167258.3698,123479.822,306
CASH_OUT,10,12,19,93842,16277426079,173455.6604,128828.2961,307
CASH_OUT,10,12,20,95925,17143465315,178717.3867,132547.8559,308
CASH_OUT,10,12,21,68303,11956338787,175048.516,129451.2951,309
CASH_OUT,10,12,22,52785,9327105825,176699.9304,130666.5961,310
CASH_OUT,10,12,23,43879,7578738269,172719.0289,127021.8752,311
CASH_OUT,10,13,0,15967,2757131149,172676.8428,127395.3752,312
CASH_OUT,10,13,1,6427,1108959436,172546.9793,125532.8957,313
CASH_OUT,10,13,2,2148,371004480.7,172720.8942,125441.2902,314
CASH_OUT,10,13,11,3832,695362006.5,181461.9015,133794.3677,323
CASH_OUT,10,13,12,4387,788366395.8,179705.1278,133048.1647,324
CASH_OUT,10,13,13,5628,983092310.6,174678.8043,127079.8266,325
CASH_OUT,10,13,14,11146,1926336012,172827.5625,128273.1042,326
CASH_OUT,10,13,17,30167,5190801635,172068.8711,126129.726,329
CASH_OUT,10,13,18,65425,11082856842,169397.8883,124795.1925,330
CASH_OUT,10,13,19,68208,11795422043,172933.117,127723.9232,331
CASH_OUT,10,13,20,92031,16193935532,175961.7469,130368.1273,332
CASH_OUT,10,13,21,66164,11592832187,175213.5933,128710.4868,333
CASH_OUT,10,13,22,55572,9408988624,169311.679,125312.4769,334
CASH_OUT,10,13,23,46144,7661145902,166026.9136,122187.5214,335
CASH_OUT,10,14,0,13471,2233430800,165795.4717,120900.7152,336
CASH_OUT,10,14,1,1370,228198216.2,166568.041,127479.5722,337
CASH_OUT,10,14,2,2304,389329874,168979.98,123799.0947,338
CASH_OUT,10,14,13,7650,1319896716,172535.5185,127685.0015,349
CASH_OUT,10,14,14,7124,1206422594,169346.2372,123079.1955,350
CASH_OUT,10,14,18,54022,9068757271,167871.5573,123693.5216,354
CASH_OUT,10,14,19,65614,11394432739,173658.5597,127435.8248,355
CASH_OUT,10,14,20,84485,13918968534,164750.7668,122278.2996,356
CASH_OUT,10,14,21,71294,11396203999,159848.0096,118963.2008,357
CASH_OUT,10,14,22,55220,9228585039,167123.9594,123958.4304,358
CASH_OUT,10,14,23,37594,5885273716,156548.2182,114499.3614,359
CASH_OUT,10,15,0,17233,2377040813,137935.4037,99085.36912,360
CASH_OUT,10,15,1,3204,452367353.8,141188.3127,100238.2581,361
CASH_OUT,10,15,2,29,2622965.86,90447.09862,46156.98996,362
CASH_OUT,10,15,12,588,112949588.2,192091.1364,129829.9683,372
CASH_OUT,10,15,13,1009,219206334.7,217251.075,155373.8216,373
CASH_OUT,10,15,14,874,174777438,199974.1854,141344.4589,374
CASH_OUT,10,15,15,3691,709008023.9,192091.0387,133392.5858,375
CASH_OUT,10,15,16,1713,343707198.3,200646.3504,143804.2115,376
CASH_OUT,10,15,19,1924,267401164.6,138981.8943,96914.12968,379
CASH_OUT,10,15,20,14091,1794651287,127361.5277,89897.68293,380
CASH_OUT,10,15,21,6810,768751940.6,112885.7475,79377.62239,381
CASH_OUT,10,15,22,3398,352692911.5,103794.2647,70866.45563,382
CASH_OUT,10,15,23,1113,190048441.9,170753.3171,121405.7754,383
CASH_OUT,10,16,0,390,33976851.81,87120.13285,57152.76939,384
CASH_OUT,10,16,1,88,7622333.38,86617.42477,50569.63907,385
CASH_OUT,10,16,2,22,1844215.19,83827.96318,66623.63605,386
CASH_OUT,10,16,10,3647,744122083.1,204036.7653,144348.5261,394
CASH_OUT,10,16,12,2002,388657699.9,194134.7152,134969.7564,396
CASH_OUT,10,16,13,2776,568371798.5,204744.8842,142961.2806,397
CASH_OUT,10,16,19,5627,794699215.7,141229.6456,98428.72236,403
CASH_OUT,10,16,20,12765,1476911895,115700.1093,82199.06119,404
CASH_OUT,10,16,21,7331,827341018.9,112855.1383,78738.84629,405
CASH_OUT,10,16,22,3753,492781728.7,131303.4183,94431.40442,406
CASH_OUT,10,16,23,1404,122760506.3,87436.25802,58736.16638,407
CASH_OUT,10,17,0,831,184237537,221705.8207,166158.9657,408
CASH_OUT,10,17,1,50,5022868.32,100457.3664,74119.67529,409
CASH_OUT,10,17,8,929,145185949.5,156281.9693,114124.6323,416
CASH_OUT,10,17,11,1000,171258554.5,171258.5545,120584.5639,419
CASH_OUT,10,17,12,2069,424662944.3,205250.3356,142218.6069,420
CASH_OUT,10,17,14,1004,208443754.7,207613.3015,150683.4408,422
CASH_OUT,10,17,15,662,131150957.3,198113.2286,137266.1292,423
CASH_OUT,10,17,18,4271,741565898.9,173628.1665,121668.8748,426
CASH_OUT,10,17,20,2006,219744631.6,109543.6847,78197.21948,428
CASH_OUT,10,17,21,1265,112606932.1,89017.33759,59331.55683,429
CASH_OUT,10,17,23,333,29427516.55,88370.92057,58270.99117,431
CASH_OUT,10,18,4,9,199914.33,22212.70333,10766.73225,436
CASH_OUT,10,18,7,17,1821121.35,107124.7853,68475.08503,439
CASH_OUT,10,18,10,910,121290095,133285.8187,89770.86515,442
CASH_OUT,10,18,13,16,2706735.45,169170.9656,106978.2479,445
CASH_OUT,10,18,16,1828,252307761.3,138023.9394,95987.44518,448
CASH_OUT,10,18,17,976,162687221,166687.7265,117346.0899,449
CASH_OUT,10,18,19,3085,350389460.3,113578.4312,80100.06841,451
CASH_OUT,10,18,20,162,25426866.59,156955.9666,109040.0146,452
CASH_OUT,10,18,21,34,3622538.93,106545.2626,62548.08574,453
CASH_OUT,10,18,22,8,336222.35,42027.79375,31317.11719,454
CASH_OUT,10,18,23,130,7578910.65,58299.31269,40456.20636,455
CASH_OUT,10,19,2,31,3128263.84,100911.7368,38140.15405,458
CASH_OUT,10,19,10,683,128061964.4,187499.2158,124421.3139,466
CASH_OUT,10,19,13,4836,943056141.6,195007.4734,136549.6064,469
CASH_OUT,10,19,15,2129,418111680.3,196388.7648,139588.123,471
CASH_OUT,10,19,16,43,7841747.82,182366.2284,114162.0984,472
CASH_OUT,10,19,18,2241,444758606.9,198464.3493,141348.7561,474
CASH_OUT,10,19,20,2709,333121643.9,122968.4917,85305.01848,476
CASH_OUT,10,19,22,535,42110719.02,78711.62434,54587.8646,478
CASH_OUT,10,19,23,92,3670057.29,39891.92707,17917.42312,479
CASH_OUT,10,20,3,10,356025.44,35602.544,26635.37955,483
CASH_OUT,10,20,7,79,6075997.5,76911.36076,59766.81198,487
CASH_OUT,10,20,10,2863,556368244,194330.5079,135622.415,490
CASH_OUT,10,20,12,4071,854636330.5,209932.7759,148220.2432,492
CASH_OUT,10,20,13,1480,306741834,207257.996,143471.816,493
CASH_OUT,10,20,15,2618,489299409.8,186898.1703,128952.82,495
CASH_OUT,10,20,16,697,128249734.7,184002.4889,132424.4115,496
CASH_OUT,10,20,20,4317,552871372.8,128068.4209,89515.06136,500
CASH_OUT,10,20,22,59,4677826.35,79285.19237,49101.78787,502
CASH_OUT,10,20,23,238,19466008.33,81789.95097,56288.33754,503
CASH_OUT,10,21,1,54,6307694.62,116809.1596,92827.92113,505
CASH_OUT,10,21,5,1,404623.48,404623.48,0,509
CASH_OUT,10,21,10,5640,1244768462,220703.6281,152521.6589,514
CASH_OUT,10,21,13,1157,226671879.6,195913.4655,139296.286,517
CASH_OUT,10,21,14,2824,542624227.2,192147.3892,134178.2832,518
CASH_OUT,10,21,16,2386,468688353.6,196432.6712,138156.7505,520
CASH_OUT,10,21,18,14796,2401578361,162312.6765,113819.2581,522
CASH_OUT,10,21,20,1784,207607795.9,116372.0829,81551.4464,524
CASH_OUT,10,21,21,3697,435111866.3,117693.2287,82762.55917,525
CASH_OUT,10,21,22,764,75184598.75,98409.16067,66064.27722,526
CASH_OUT,10,21,23,444,43660234.39,98333.86124,68047.67138,527
CASH_OUT,10,22,0,93,11944136.67,128431.5771,99053.26521,528
CASH_OUT,10,22,1,1,265301.22,265301.22,0,529
CASH_OUT,10,22,2,6,470369.49,78394.915,40407.0824,530
CASH_OUT,10,22,3,5,1098512.99,219702.598,108537.5548,531
CASH_OUT,10,22,4,4,46436.03,11609.0075,2469.313275,532
CASH_OUT,10,22,6,8,2388510.9,298563.8625,150266.4621,534
CASH_OUT,10,22,10,2501,472302109.7,188845.3057,135336.0515,538
CASH_OUT,10,22,12,4103,808272261.1,196995.4329,137425.2724,540
CASH_OUT,10,22,14,3445,597802319.1,173527.5237,119921.8938,542
CASH_OUT,10,22,16,4596,843984843.9,183634.6484,128315.575,544
CASH_OUT,10,22,18,4590,722822894.5,157477.7548,109770.7935,546
CASH_OUT,10,22,20,4145,438500085.6,105790.1292,71518.506,548
CASH_OUT,10,22,21,300,32098410.57,106994.7019,81307.71011,549
CASH_OUT,10,22,22,1518,162473088.9,107031.0204,75865.62791,550
CASH_OUT,10,22,23,176,16759711.47,95225.63335,70016.26079,551
CASH_OUT,10,23,0,122,18827997.08,154327.8449,105321.8273,552
CASH_OUT,10,23,3,8,180638.07,22579.75875,6739.077,555
CASH_OUT,10,23,11,31,5676012.78,183097.1865,128663.7924,563
CASH_OUT,10,23,13,3231,700441984.7,216787.9866,155275.5073,565
CASH_OUT,10,23,15,3442,706794684.3,205344.1849,145084.1363,567
CASH_OUT,10,23,19,3510,481079642.6,137059.7272,95493.27928,571
CASH_OUT,10,23,21,1647,162468076,98644.85489,67486.88157,573
CASH_OUT,10,23,22,837,88376016.98,105586.6392,73945.06208,574
CASH_OUT,10,24,0,69,8634482.45,125137.4268,71648.51981,576
CASH_OUT,10,24,1,25,2473972.83,98958.9132,68907.95282,577
CASH_OUT,10,24,2,3,579021.76,193007.2533,87631.28935,578
CASH_OUT,10,24,4,1,33766.16,33766.16,0,580
CASH_OUT,10,24,6,14,3942535.09,281609.6493,136424.74,582
CASH_OUT,10,24,9,439,68191745.43,155334.2721,110515.3108,585
CASH_OUT,10,24,14,4545,839325916.9,184670.1687,128242.3909,590
CASH_OUT,10,24,16,5403,839430381.2,155363.7574,109741.5745,592
CASH_OUT,10,24,18,837,129406261.6,154607.2421,109036.5626,594
CASH_OUT,10,24,20,5492,675979830.1,123084.4556,84335.62696,596
CASH_OUT,10,24,21,1136,110294581,97090.30017,69568.99531,597
CASH_OUT,10,24,22,328,36533233.12,111381.8083,73321.9278,598
CASH_OUT,10,24,23,325,41616865.62,128051.8942,95457.90966,599
CASH_OUT,10,25,1,105,11602766.62,110502.5392,70512.21626,601
CASH_OUT,10,25,8,619,68944524.79,111380.4924,75456.13346,608
CASH_OUT,10,25,10,893,147611101.3,165297.9858,114434.9322,610
CASH_OUT,10,25,12,2072,310058089.6,149641.9351,106004.854,612
CASH_OUT,10,25,13,3,898475.74,299491.9133,102445.2977,613
CASH_OUT,10,25,14,986,125276240.4,127055.0106,85545.6505,614
CASH_OUT,10,25,17,2064,258699152.8,125338.7368,85997.83573,617
CASH_OUT,10,25,19,2377,259980035.9,109373.1745,74517.02031,619
CASH_OUT,10,25,21,736,80129045.26,108870.9854,77887.32918,621
CASH_OUT,10,26,6,2,453110.73,226555.365,24562.525,630
CASH_OUT,10,26,13,2528,498013431.4,196998.984,138574.6346,637
CASH_OUT,10,26,16,1399,236776696.6,169247.1027,119830.0155,640
CASH_OUT,10,26,18,958,130350578.9,136065.3225,93855.28354,642
CASH_OUT,10,26,20,1630,224233709.2,137566.6928,96065.7073,644
CASH_OUT,10,27,1,16,1833061.41,114566.3381,47176.12024,649
CASH_OUT,10,27,8,928,136555584.5,147150.4144,103199.9866,656
CASH_OUT,10,27,11,1893,377102010.4,199208.669,139451.1551,659
CASH_OUT,10,27,13,3936,818918170.7,208058.4783,148652.054,661
CASH_OUT,10,27,16,1011,177494028.2,175562.837,126420.5261,664
CASH_OUT,10,27,19,1226,132596964.7,108154.1311,74409.60428,667
CASH_OUT,10,27,21,113,19205909.81,169963.8036,109400.3333,669
CASH_OUT,10,27,22,533,57152894.59,107228.6953,74258.00648,670
CASH_OUT,10,28,0,9,743532.7,82614.74444,35134.98766,672
CASH_OUT,10,28,1,23,1313250.16,57097.83304,25821.20715,673
CASH_OUT,10,28,7,15,2238565.45,149237.6967,102892.6244,679
CASH_OUT,10,28,9,3659,704107239.9,192431.6042,137308.0705,681
CASH_OUT,10,28,12,3655,656153847.3,179522.2564,122224.5118,684
CASH_OUT,10,28,15,674,136304245.8,202231.8186,144998.6945,687
CASH_OUT,10,28,16,5835,1085580438,186046.3475,130886.9426,688
CASH_OUT,10,28,18,47,7515487.83,159903.9964,112904.6948,690
CASH_OUT,10,28,19,2565,360916524.3,140708.1966,97613.75252,691
CASH_OUT,10,28,20,4826,579264594,120029.9615,82914.32039,692
CASH_OUT,10,28,22,765,69671914.08,91074.39749,60186.40352,694
CASH_OUT,10,28,23,518,39835202.97,76901.93624,48138.1229,695
CASH_OUT,10,29,2,1,16529.12,16529.12,0,698
CASH_OUT,10,29,3,1,29521.89,29521.89,0,699
CASH_OUT,10,29,9,1683,290013137.6,172319.1549,118620.255,705
CASH_OUT,10,29,11,185,43764077.07,236562.5788,152513.7608,707
CASH_OUT,10,29,13,3235,594225920.8,183686.5288,126658.0427,709
CASH_OUT,10,29,14,2974,628394888,211296.1964,145867.3225,710
CASH_OUT,10,29,16,20,5212120.07,260606.0035,143122.4981,712
CASH_OUT,10,29,18,1227,218773589.7,178299.5841,125976.3561,714
CASH_OUT,10,29,19,3250,464424387,142899.8114,98357.63571,715
CASH_OUT,10,29,20,210,28909950.14,137666.4292,93490.77869,716
CASH_OUT,10,29,21,622,65868390.07,105897.7332,71890.34203,717
CASH_OUT,10,29,22,537,62228669.3,115882.0657,78603.31805,718
DEBIT,10,0,1,602,2620954.58,4353.74515,12576.3405,1
DEBIT,10,0,2,178,706910.59,3971.407809,2791.872454,2
DEBIT,10,0,3,6,16152.42,2692.07,1873.359369,3
DEBIT,10,0,6,71,205455.88,2893.744789,2026.860577,6
DEBIT,10,0,7,431,1595725.67,3702.379745,6706.505563,7
DEBIT,10,0,8,943,4226125.06,4481.574825,17240.93673,8
DEBIT,10,0,9,1328,9292545.13,6997.398441,17767.51841,9
DEBIT,10,0,10,1010,7986018.39,7906.948901,19454.8111,10
DEBIT,10,0,11,897,7631576.35,8507.888907,24716.84007,11
DEBIT,10,0,12,783,18309612,23383.92337,35925.73518,12
DEBIT,10,0,13,782,3610158.25,4616.570652,10518.6208,13
DEBIT,10,0,14,860,4547280.21,5287.535128,10454.82586,14
DEBIT,10,0,15,1096,6593086.85,6015.590192,23628.17682,15
DEBIT,10,0,16,929,4465645.58,4806.938192,13910.55286,16
DEBIT,10,0,17,1131,6151398.65,5438.902431,14577.61822,17
DEBIT,10,0,18,1279,6239999.14,4878.810899,12016.29831,18
DEBIT,10,0,19,1496,7517633.47,5025.156063,16029.53629,19
DEBIT,10,0,20,1085,7415122.52,6834.214304,26209.52638,20
DEBIT,10,0,21,1003,6223474.22,6204.859641,17174.79754,21
DEBIT,10,0,22,1042,6085952.43,5840.645326,12595.02865,22
DEBIT,10,0,23,517,2069160.24,4002.244178,12564.6868,23
DEBIT,10,1,0,374,1998428.32,5343.39123,15721.75467,24
DEBIT,10,1,1,221,1346669.24,6093.525973,4966.424568,25
DEBIT,10,1,2,35,44662.69,1276.076857,1100.580262,26
DEBIT,10,1,3,7,5881.46,840.2085714,427.836168,27
DEBIT,10,1,10,77,341549.35,4435.705844,8172.902033,34
DEBIT,10,1,11,398,1816857.91,4564.969623,23506.09478,35
DEBIT,10,1,12,906,5349604.2,5904.640397,27087.23202,36
DEBIT,10,1,13,431,2222878.94,5157.49174,23214.67895,37
DEBIT,10,1,14,433,1600714.19,3696.799515,5031.706922,38
DEBIT,10,1,15,267,1223124.91,4580.992172,19599.26869,39
DEBIT,10,1,16,838,4235759.74,5054.605895,23320.56882,40
DEBIT,10,1,17,750,4367912.5,5823.883333,22578.47449,41
DEBIT,10,1,18,893,6010911.68,6731.144099,27397.48358,42
DEBIT,10,1,19,984,4999352.51,5080.642795,7440.400468,43
DEBIT,10,1,20,873,4077974.27,4671.219095,5198.035743,44
DEBIT,10,1,21,910,4025715.41,4423.863088,6128.842754,45
DEBIT,10,1,22,1049,3839913.19,3660.546416,4946.032505,46
DEBIT,10,1,23,723,5542116.45,7665.444606,7430.645618,47
DEBIT,10,2,0,625,3064243.35,4902.78936,6135.129228,48
DEBIT,10,2,1,122,383008.7,3139.415574,6972.468451,49
DEBIT,10,3,21,239,1136029.93,4753.263305,6485.788252,93
DEBIT,10,3,22,511,2215208.98,4335.046928,5984.745461,94
DEBIT,10,3,23,566,2257314.05,3988.187367,4325.782764,95
DEBIT,10,4,0,724,1980678.36,2735.743591,2578.109137,96
DEBIT,10,4,1,81,144696.48,1786.376296,1386.102326,97
DEBIT,10,4,23,520,1435100.01,2759.807712,2881.328215,119
DEBIT,10,5,0,397,2882974.4,7261.900252,6070.054482,120
DEBIT,10,5,1,210,474635.53,2260.16919,1651.349672,121
DEBIT,10,5,2,63,77920.93,1236.840159,890.3832166,122
DEBIT,10,5,3,5,6029.98,1205.996,470.5775412,123
DEBIT,10,5,13,142,530095.69,3733.068239,4728.801428,133
DEBIT,10,5,14,432,1751681.51,4054.81831,5476.037432,134
DEBIT,10,5,15,334,1576712.47,4720.696018,4536.217194,135
DEBIT,10,5,16,625,2564623.15,4103.39704,4483.06308,136
DEBIT,10,5,17,630,2828953.32,4490.402095,4707.93184,137
DEBIT,10,5,18,461,1600372.99,3471.524924,3464.601253,138
DEBIT,10,5,19,1175,5381913.34,4580.351779,5313.836511,139
DEBIT,10,5,20,960,3575640.63,3724.625656,4267.816372,140
DEBIT,10,5,21,964,3383488.84,3509.843195,4542.595844,141
DEBIT,10,5,22,886,3194836.88,3605.9107,7200.563524,142
DEBIT,10,5,23,855,3366410.92,3937.322713,4366.493898,143
DEBIT,10,6,0,435,1801355.58,4141.04731,9983.801206,144
DEBIT,10,6,1,235,1080854.3,4599.38,3400.812772,145
DEBIT,10,6,2,136,532655.93,3916.587721,3311.813118,146
DEBIT,10,6,3,29,61974.28,2137.044138,2373.785915,147
DEBIT,10,6,11,94,379287.19,4034.970106,4235.150467,155
DEBIT,10,6,13,336,2053904.37,6112.810625,6246.875782,157
DEBIT,10,6,14,414,1889122.44,4563.097681,8068.996827,158
DEBIT,10,6,15,331,2041694.64,6168.261752,8529.159264,159
DEBIT,10,6,16,411,2547217.88,6197.610414,8858.508794,160
DEBIT,10,6,17,725,6617473.71,9127.549945,10029.01122,161
DEBIT,10,6,18,749,4138107.88,5524.843632,6785.854877,162
DEBIT,10,6,19,805,5985249.74,7435.092845,12618.93468,163
DEBIT,10,6,20,923,3448061.83,3735.711625,6360.871667,164
DEBIT,10,6,21,829,3739160.33,4510.446719,8789.664366,165
DEBIT,10,6,22,745,3559338.04,4777.634953,7172.641672,166
DEBIT,10,6,23,623,3279524.48,5264.084238,6988.073934,167
DEBIT,10,7,0,349,1212645.98,3474.630315,3424.829916,168
DEBIT,10,7,1,291,608427.15,2090.814948,2247.639404,169
DEBIT,10,7,2,150,178962.19,1193.081267,885.5589091,170
DEBIT,10,7,13,193,871757.8,4516.879793,7616.077991,181
DEBIT,10,7,14,461,3049100.56,6614.100998,10757.64553,182
DEBIT,10,7,15,436,3792391.23,8698.145023,13068.86732,183
DEBIT,10,7,16,536,6492500.02,12112.87317,15173.67211,184
DEBIT,10,7,17,725,7212233.45,9947.908207,14522.57155,185
DEBIT,10,7,18,865,3454529.81,3993.676081,10783.91196,186
DEBIT,10,7,19,987,4338174.2,4395.313273,10031.53616,187
DEBIT,10,7,20,760,3365661.91,4428.502513,10653.19891,188
DEBIT,10,7,21,803,3328071.56,4144.547397,9068.021023,189
DEBIT,10,7,22,754,2740660.87,3634.82874,8255.45688,190
DEBIT,10,7,23,760,2929852.19,3855.068671,10884.90605,191
DEBIT,10,8,0,498,1864178.44,3743.330201,10180.1877,192
DEBIT,10,8,1,257,1476375.85,5744.653113,3989.378394,193
DEBIT,10,8,2,194,632281.66,3259.183814,2510.533596,194
DEBIT,10,8,3,36,64361,1787.805556,1269.611741,195
DEBIT,10,8,12,40,153608.31,3840.20775,2784.419106,204
DEBIT,10,8,13,225,1127735.99,5012.159956,14677.74042,205
DEBIT,10,8,14,296,1599905.19,5405.085101,12973.05595,206
